area,number,latitude,species,Tb,time,date,family
L,18253,-26.38,Trachylepis sparsa,35.3,11:32,03/11/70,Scindidae
L,18264,-26.38,Trachylepis sparsa,34.8,11:35,03/11/70,Scindidae
L,18265,-26.38,Trachylepis sparsa,35.3,11:37,03/11/70,Scindidae
L,18279,-26.38,Trachylepis sparsa,34.4,11:50,03/12/70,Scindidae
L,18281,-26.38,Trachylepis sparsa,34.6,10:59,03/11/70,Scindidae
L,18314,-26.38,Trachylepis sparsa,36.4,10:15,03/11/70,Scindidae
L,18315,-26.38,Trachylepis sparsa,35.2,10:20,03/12/70,Scindidae
K,18356,-25.75,Trachylepis sparsa,37.1,17:09,03/12/70,Scindidae
L,18369,-26.38,Trachylepis sparsa,36.3,11:58,03/12/70,Scindidae
K,18378,-25.75,Trachylepis sparsa,35.5,17:55,03/12/70,Scindidae
L,18381,-26.38,Trachylepis sparsa,35.4,11:57,03/12/70,Scindidae
L,18382,-26.38,Trachylepis sparsa,36.8,11:59,03/12/70,Scindidae
K,18397,-25.75,Trachylepis sparsa,35.3,9:42,03/13/70,Scindidae
K,18402,-25.75,Trachylepis sparsa,33.4,17:56,03/12/70,Scindidae
K,18404,-25.75,Trachylepis sparsa,35.1,18:04,03/12/70,Scindidae
K,18438,-25.75,Trachylepis sparsa,34.4,9:31,03/13/70,Scindidae
K,18449,-25.75,Trachylepis sparsa,34.6,9:52,03/13/70,Scindidae
K,18451,-25.75,Trachylepis sparsa,34.4,10:01,03/13/70,Scindidae
K,18453,-25.75,Trachylepis sparsa,31.4,10:12,03/13/70,Scindidae
K,18459,-25.75,Trachylepis sparsa,34.3,10:44,03/13/70,Scindidae
K,18466,-25.75,Trachylepis sparsa,34.6,10:15,03/13/70,Scindidae
K,18469,-25.75,Trachylepis sparsa,35.4,10:30,03/13/70,Scindidae
K,18470,-25.75,Trachylepis sparsa,34.3,10:33,03/13/70,Scindidae
K,18471,-25.75,Trachylepis sparsa,34.5,10:36,03/13/70,Scindidae
K,18473,-25.75,Trachylepis sparsa,36.7,10:41,03/13/70,Scindidae
K,18475,-25.75,Trachylepis sparsa,35.2,10:47,03/13/70,Scindidae
K,18479,-25.75,Trachylepis sparsa,34.4,11:02,03/13/70,Scindidae
K,18483,-25.75,Trachylepis sparsa,34,10:42,03/13/70,Scindidae
K,18503,-25.75,Trachylepis sparsa,32.7,11:00,03/13/70,Scindidae
K,18521,-25.75,Trachylepis sparsa,33.7,11:09,03/13/70,Scindidae
K,18522,-25.75,Trachylepis sparsa,33.1,11:10,03/13/70,Scindidae
A,18582,-27.37,Trachylepis sparsa,35.9,10:09,04/03/70,Scindidae
A,18583,-27.37,Trachylepis sparsa,38.2,10:10,04/03/70,Scindidae
B,18660,-27,Trachylepis sparsa,33.7,9:50,04/06/70,Scindidae
B,18661,-27,Trachylepis sparsa,34.3,9:45,04/06/70,Scindidae
B,18663,-27,Trachylepis sparsa,33,9:57,04/06/70,Scindidae
B,18665,-27,Trachylepis sparsa,36.3,10:29,04/06/70,Scindidae
B,18666,-27,Trachylepis sparsa,36.9,10:50,04/06/70,Scindidae
B,18667,-27,Trachylepis sparsa,34.3,11:05,04/06/70,Scindidae
B,18669,-27,Trachylepis sparsa,34.1,11:17,04/06/70,Scindidae
B,18670,-27,Trachylepis sparsa,30.8,11:20,04/06/70,Scindidae
B,18671,-27,Trachylepis sparsa,37.2,11:24,04/06/70,Scindidae
B,18681,-27,Trachylepis sparsa,31.8,9:52,04/06/70,Scindidae
B,18683,-27,Trachylepis sparsa,36,10:12,04/06/70,Scindidae
B,18686,-27,Trachylepis sparsa,33,10:45,04/06/70,Scindidae
B,18692,-27,Trachylepis sparsa,32.8,11:25,04/06/70,Scindidae
B,18696,-27,Trachylepis sparsa,34.2,10:40,04/07/70,Scindidae
X,18715,-27.37,Trachylepis sparsa,34.6,9:10,04/13/70,Scindidae
X,18716,-27.37,Trachylepis sparsa,33.9,9:16,04/13/70,Scindidae
X,18717,-27.37,Trachylepis sparsa,36,9:32,04/13/70,Scindidae
X,18718,-27.37,Trachylepis sparsa,29.3,9:37,04/13/70,Scindidae
X,18719,-27.37,Trachylepis sparsa,31.4,9:38,04/13/70,Scindidae
X,18724,-27.37,Trachylepis sparsa,35.8,9:28,04/13/70,Scindidae
X,18725,-27.37,Trachylepis sparsa,33.8,9:33,04/13/70,Scindidae
X,18726,-27.37,Trachylepis sparsa,33.8,9:44,04/13/70,Scindidae
X,18737,-27.37,Trachylepis sparsa,32.7,11:51,04/13/70,Scindidae
X,18741,-27.37,Trachylepis sparsa,32.8,9:42,04/13/70,Scindidae
X,18752,-27.37,Trachylepis sparsa,36.4,10:45,04/13/70,Scindidae
X,18761,-27.37,Trachylepis sparsa,36.4,12:25,04/13/70,Scindidae
X,18762,-27.37,Trachylepis sparsa,37,12:26,04/13/70,Scindidae
X,18771,-27.37,Trachylepis sparsa,32.2,10:42,04/14/70,Scindidae
X,18772,-27.37,Trachylepis sparsa,33.7,10:46,04/14/70,Scindidae
X,18773,-27.37,Trachylepis sparsa,32.1,10:52,04/14/70,Scindidae
X,18774,-27.37,Trachylepis sparsa,32.5,10:58,04/14/70,Scindidae
X,18775,-27.37,Trachylepis sparsa,33.3,11:05,04/14/70,Scindidae
X,18776,-27.37,Trachylepis sparsa,33.9,11:06,04/14/70,Scindidae
X,18777,-27.37,Trachylepis sparsa,32.7,11:12,04/14/70,Scindidae
X,18809,-27.37,Trachylepis sparsa,35.3,12:59,04/14/70,Scindidae
R,19172,-28.23,Trachylepis sparsa,33.4,14:05,04/28/70,Scindidae
L,19283,-26.38,Trachylepis sparsa,36.1,14:42,05/10/70,Scindidae
L,19334,-26.38,Trachylepis sparsa,35.1,13:33,05/11/70,Scindidae
L,19339,-26.38,Trachylepis sparsa,27.6,13:52,05/11/70,Scindidae
L,19341,-26.38,Trachylepis sparsa,33.5,12:00,05/11/70,Scindidae
K,19363,-25.75,Trachylepis sparsa,32.8,14:42,05/12/70,Scindidae
K,19364,-25.75,Trachylepis sparsa,33.6,14:51,05/12/70,Scindidae
K,19366,-25.75,Trachylepis sparsa,34.9,15:11,05/12/70,Scindidae
K,19369,-25.75,Trachylepis sparsa,34.5,15:33,05/12/70,Scindidae
K,19390,-25.75,Trachylepis sparsa,32.7,14:31,05/12/70,Scindidae
K,19398,-25.75,Trachylepis sparsa,33.4,15:11,05/12/70,Scindidae
K,19399,-25.75,Trachylepis sparsa,33.5,15:13,05/12/70,Scindidae
K,19403,-25.75,Trachylepis sparsa,35.1,15:50,05/12/70,Scindidae
K,19404,-25.75,Trachylepis sparsa,33.1,16:02,05/12/70,Scindidae
K,19408,-25.75,Trachylepis sparsa,33.5,16:30,05/12/70,Scindidae
K,19422,-25.75,Trachylepis sparsa,32.4,11:18,05/13/70,Scindidae
K,19424,-25.75,Trachylepis sparsa,35.2,11:44,05/13/70,Scindidae
K,19427,-25.75,Trachylepis sparsa,34.7,11:50,05/13/70,Scindidae
K,19429,-25.75,Trachylepis sparsa,35.6,12:09,05/13/70,Scindidae
K,19435,-25.75,Trachylepis sparsa,33.8,12:32,05/13/70,Scindidae
K,19437,-25.75,Trachylepis sparsa,35.8,12:44,05/13/70,Scindidae
B,19452,-27,Trachylepis sparsa,34.1,12:34,05/15/70,Scindidae
B,19454,-27,Trachylepis sparsa,34.8,12:55,05/15/70,Scindidae
B,19485,-27,Trachylepis sparsa,34.3,15:05,05/15/70,Scindidae
B,19486,-27,Trachylepis sparsa,34.8,15:10,05/15/70,Scindidae
B,19493,-27,Trachylepis sparsa,34.3,16:00,05/14/70,Scindidae
B,19515,-27,Trachylepis sparsa,34.5,13:10,05/16/70,Scindidae
B,19516,-27,Trachylepis sparsa,35.5,13:31,05/16/70,Scindidae
B,19549,-27,Trachylepis sparsa,36.3,12:10,05/15/70,Scindidae
X,19630,-27.37,Trachylepis sparsa,34.5,11:51,05/21/70,Scindidae
K,19871,-25.75,Trachylepis sparsa,33.4,13:10,06/01/70,Scindidae
K,19874,-25.75,Trachylepis sparsa,29.9,13:26,06/01/70,Scindidae
K,19885,-25.75,Trachylepis sparsa,30.8,12:35,06/01/70,Scindidae
K,19889,-25.75,Trachylepis sparsa,34.1,13:10,06/01/70,Scindidae
K,19890,-25.75,Trachylepis sparsa,27.2,13:25,06/01/70,Scindidae
A,20014,-27.37,Trachylepis sparsa,29.6,14:30,07/03/70,Scindidae
A,20015,-27.37,Trachylepis sparsa,30.2,14:30,07/03/70,Scindidae
L,20037,-26.38,Trachylepis sparsa,31.1,15:05,07/04/70,Scindidae
L,20054,-26.38,Trachylepis sparsa,35.6,14:45,07/04/70,Scindidae
L,20057,-26.38,Trachylepis sparsa,38.6,15:21,07/04/70,Scindidae
K,20078,-25.75,Trachylepis sparsa,30.2,12:05,07/06/70,Scindidae
K,20079,-25.75,Trachylepis sparsa,35.2,13:35,07/06/70,Scindidae
L,20086,-26.38,Trachylepis sparsa,31,12:19,07/05/70,Scindidae
K,20120,-25.75,Trachylepis sparsa,34.6,13:35,07/06/70,Scindidae
K,20122,-25.75,Trachylepis sparsa,30.8,16:15,07/06/70,Scindidae
K,20130,-25.75,Trachylepis sparsa,32.8,11:03,07/07/70,Scindidae
K,20142,-25.75,Trachylepis sparsa,34.8,15:55,07/06/70,Scindidae
B,20167,-27,Trachylepis sparsa,30.9,12:40,07/08/70,Scindidae
B,20168,-27,Trachylepis sparsa,30.6,12:42,07/08/70,Scindidae
B,20169,-27,Trachylepis sparsa,34.8,12:45,07/08/70,Scindidae
B,20170,-27,Trachylepis sparsa,35.2,13:03,07/08/70,Scindidae
B,20172,-27,Trachylepis sparsa,34.2,13:33,07/08/70,Scindidae
B,20182,-27,Trachylepis sparsa,35.2,13:26,07/08/70,Scindidae
B,20183,-27,Trachylepis sparsa,35.4,13:35,07/08/70,Scindidae
B,20191,-27,Trachylepis sparsa,33.2,14:33,07/08/70,Scindidae
B,20202,-27,Trachylepis sparsa,34.2,14:45,07/08/70,Scindidae
B,20205,-27,Trachylepis sparsa,34,14:55,07/08/70,Scindidae
B,20206,-27,Trachylepis sparsa,35.5,14:58,07/08/70,Scindidae
B,20238,-27,Trachylepis sparsa,34.1,13:45,07/09/70,Scindidae
X,20242,-27.37,Trachylepis sparsa,33.2,13:30,07/11/70,Scindidae
X,20243,-27.37,Trachylepis sparsa,25.1,13:39,07/11/70,Scindidae
X,20244,-27.37,Trachylepis sparsa,36.3,13:39,07/11/70,Scindidae
X,20252,-27.37,Trachylepis sparsa,30.1,13:34,07/12/70,Scindidae
X,20253,-27.37,Trachylepis sparsa,33.2,13:34,07/12/70,Scindidae
X,20254,-27.37,Trachylepis sparsa,30.6,13:34,07/12/70,Scindidae
L,20430,-26.38,Trachylepis sparsa,29.7,13:05,08/05/70,Scindidae
L,20431,-26.38,Trachylepis sparsa,33.9,14:10,08/05/70,Scindidae
K,20462,-25.75,Trachylepis sparsa,31,13:23,08/09/70,Scindidae
K,20474,-25.75,Trachylepis sparsa,35.4,15:35,08/09/70,Scindidae
B,20495,-27,Trachylepis sparsa,34.3,14:25,08/11/70,Scindidae
X,20512,-27.37,Trachylepis sparsa,34.9,11:55,08/14/70,Scindidae
X,20554,-27.37,Trachylepis sparsa,34.5,13:43,08/15/70,Scindidae
X,20593,-27.37,Trachylepis sparsa,34.3,15:45,08/16/70,Scindidae
X,20598,-27.37,Trachylepis sparsa,36.7,16:59,08/16/70,Scindidae
B,20771,-27,Trachylepis sparsa,36.2,11:52,09/07/70,Scindidae
B,20772,-27,Trachylepis sparsa,33.6,12:20,09/07/70,Scindidae
B,20773,-27,Trachylepis sparsa,35.9,12:26,09/07/70,Scindidae
B,20784,-27,Trachylepis sparsa,35.1,14:55,09/07/70,Scindidae
B,20785,-27,Trachylepis sparsa,36.5,14:59,09/07/70,Scindidae
B,20786,-27,Trachylepis sparsa,36.3,15:10,09/07/70,Scindidae
B,20787,-27,Trachylepis sparsa,35.1,15:20,09/07/70,Scindidae
B,20789,-27,Trachylepis sparsa,35.7,15:33,09/07/70,Scindidae
B,20792,-27,Trachylepis sparsa,38.2,15:43,09/07/70,Scindidae
B,20794,-27,Trachylepis sparsa,36.4,15:00,09/08/70,Scindidae
K,20879,-25.75,Trachylepis sparsa,37.8,12:58,09/12/70,Scindidae
K,20890,-25.75,Trachylepis sparsa,36.9,14:23,09/12/70,Scindidae
K,20891,-25.75,Trachylepis sparsa,35.7,14:45,09/12/70,Scindidae
K,20896,-25.75,Trachylepis sparsa,32.4,12:29,09/13/70,Scindidae
K,20903,-25.75,Trachylepis sparsa,29.6,13:21,09/13/70,Scindidae
R,20922,-28.23,Trachylepis sparsa,36.4,13:25,09/16/70,Scindidae
X,21322,-27.37,Trachylepis sparsa,37.4,16:35,10/02/70,Scindidae
X,21323,-27.37,Trachylepis sparsa,36.3,16:35,10/02/70,Scindidae
X,21328,-27.37,Trachylepis sparsa,33.3,16:52,10/02/70,Scindidae
X,21339,-27.37,Trachylepis sparsa,32,10:20,10/03/70,Scindidae
X,21360,-27.37,Trachylepis sparsa,35.2,13:30,10/03/70,Scindidae
G,21600,-28.22,Trachylepis sparsa,36.1,15:00,10/11/70,Scindidae
NA,21681,-27.97,Trachylepis sparsa,34.7,12:12,10/14/70,Scindidae
K,15100,-25.75,Trachylepis spilogaster,36.4,12:00,11/29/69,Scindidae
K,15102,-25.75,Trachylepis spilogaster,37.6,12:15,11/29/69,Scindidae
K,15103,-25.75,Trachylepis spilogaster,38,12:21,11/29/69,Scindidae
K,15106,-25.75,Trachylepis spilogaster,36,12:50,11/29/69,Scindidae
K,15111,-25.75,Trachylepis spilogaster,36,16:10,11/29/69,Scindidae
K,15112,-25.75,Trachylepis spilogaster,35.8,16:17,11/29/69,Scindidae
K,15138,-25.75,Trachylepis spilogaster,37,12:18,11/30/69,Scindidae
NA,15168,-27.07,Trachylepis spilogaster,38,14:40,12/02/69,Scindidae
NA,15169,-27.07,Trachylepis spilogaster,36.3,14:50,12/02/69,Scindidae
NA,15190,-27.07,Trachylepis spilogaster,37,NA,12/02/69,Scindidae
NA,15191,-27.07,Trachylepis spilogaster,37,14:19,12/02/69,Scindidae
NA,15193,-27.07,Trachylepis spilogaster,35.8,14:47,12/02/69,Scindidae
NA,15196,-27.07,Trachylepis spilogaster,38.7,15:20,12/02/69,Scindidae
NA,15197,-27.07,Trachylepis spilogaster,35.8,15:21,12/02/69,Scindidae
NA,15198,-27.07,Trachylepis spilogaster,34.8,15:30,12/02/69,Scindidae
NA,15199,-27.07,Trachylepis spilogaster,37.4,15:45,12/02/69,Scindidae
NA,15203,-26.92,Trachylepis spilogaster,35,9:27,12/03/69,Scindidae
NA,15205,-26.85,Trachylepis spilogaster,35.2,17:10,12/03/69,Scindidae
NA,15206,-26.85,Trachylepis spilogaster,34.8,17:23,12/03/69,Scindidae
NA,15208,-26.85,Trachylepis spilogaster,35.7,17:40,12/03/69,Scindidae
NA,15209,-26.85,Trachylepis spilogaster,35.3,17:53,12/03/69,Scindidae
NA,15217,-26.85,Trachylepis spilogaster,34.7,8:55,12/04/69,Scindidae
NA,15219,-26.85,Trachylepis spilogaster,36.4,9:55,12/04/69,Scindidae
NA,15230,-26.85,Trachylepis spilogaster,35.2,9:16,12/04/69,Scindidae
NA,15234,-26.85,Trachylepis spilogaster,35.8,12:10,12/04/69,Scindidae
K,15400,-25.75,Trachylepis spilogaster,34,11:14,12/12/69,Scindidae
K,15401,-25.75,Trachylepis spilogaster,34.6,11:20,12/12/69,Scindidae
K,15407,-25.75,Trachylepis spilogaster,32,11:00,12/12/69,Scindidae
K,15408,-25.75,Trachylepis spilogaster,35,11:10,12/12/69,Scindidae
K,15437,-25.75,Trachylepis spilogaster,36,12:15,12/12/69,Scindidae
K,15440,-25.75,Trachylepis spilogaster,35,12:38,12/12/69,Scindidae
K,15442,-25.75,Trachylepis spilogaster,34.6,12:00,12/12/69,Scindidae
K,15446,-25.75,Trachylepis spilogaster,36.8,15:00,12/12/69,Scindidae
K,15455,-25.75,Trachylepis spilogaster,36.1,15:25,12/12/69,Scindidae
NA,15568,-26.75,Trachylepis spilogaster,36.4,15:55,12/18/69,Scindidae
NA,15576,-26.75,Trachylepis spilogaster,35.4,15:27,12/18/69,Scindidae
NA,15578,-26.75,Trachylepis spilogaster,37.3,16:03,12/18/69,Scindidae
NA,15583,-26.75,Trachylepis spilogaster,39.5,17:55,12/18/69,Scindidae
NA,15590,-26.75,Trachylepis spilogaster,36.8,9:25,12/19/69,Scindidae
T,15606,-26.13,Trachylepis spilogaster,37.8,13:40,12/21/69,Scindidae
NA,15628,-27.07,Trachylepis spilogaster,33,9:52,12/22/69,Scindidae
T,15942,-26.13,Trachylepis spilogaster,39,17:28,01/06/70,Scindidae
T,15943,-26.13,Trachylepis spilogaster,37.9,17:33,01/06/70,Scindidae
T,15944,-26.13,Trachylepis spilogaster,38.7,17:43,01/06/70,Scindidae
T,15945,-26.13,Trachylepis spilogaster,38.3,17:51,01/06/70,Scindidae
T,15964,-26.13,Trachylepis spilogaster,32,8:50,01/07/70,Scindidae
T,15976,-26.13,Trachylepis spilogaster,34.4,11:50,01/07/70,Scindidae
T,15977,-26.13,Trachylepis spilogaster,36.7,12:05,01/07/70,Scindidae
T,15979,-26.13,Trachylepis spilogaster,38.7,17:20,01/07/70,Scindidae
T,16018,-26.13,Trachylepis spilogaster,37.8,17:15,01/07/70,Scindidae
T,16020,-26.13,Trachylepis spilogaster,37.6,17:35,01/07/70,Scindidae
T,16164,-26.13,Trachylepis spilogaster,36.4,8:23,01/23/70,Scindidae
T,16171,-26.13,Trachylepis spilogaster,34.9,9:43,01/23/70,Scindidae
T,16172,-26.13,Trachylepis spilogaster,35.3,10:05,01/23/70,Scindidae
T,16193,-26.13,Trachylepis spilogaster,32.5,8:33,01/23/70,Scindidae
T,16200,-26.13,Trachylepis spilogaster,33.7,11:16,01/23/70,Scindidae
T,16265,-26.13,Trachylepis spilogaster,36.2,8:30,01/24/70,Scindidae
T,16266,-26.13,Trachylepis spilogaster,36,8:40,01/24/70,Scindidae
T,16289,-26.13,Trachylepis spilogaster,36.3,8:46,01/24/70,Scindidae
K,16883,-25.75,Trachylepis spilogaster,34.6,16:20,02/05/70,Scindidae
K,16909,-25.75,Trachylepis spilogaster,25.8,9:23,02/06/70,Scindidae
K,16912,-25.75,Trachylepis spilogaster,36.8,17:03,02/05/70,Scindidae
K,16963,-25.75,Trachylepis spilogaster,37.1,9:04,02/06/70,Scindidae
K,16966,-25.75,Trachylepis spilogaster,36,9:15,02/06/70,Scindidae
K,16997,-25.75,Trachylepis spilogaster,36.2,10:15,02/06/70,Scindidae
K,17003,-25.75,Trachylepis spilogaster,34.6,9:40,02/06/70,Scindidae
T,17352,-26.13,Trachylepis spilogaster,35.4,17:20,02/19/70,Scindidae
T,17353,-26.13,Trachylepis spilogaster,33.9,17:27,02/19/70,Scindidae
T,17354,-26.13,Trachylepis spilogaster,32.8,17:34,02/19/70,Scindidae
T,17378,-26.13,Trachylepis spilogaster,33.6,17:16,02/19/70,Scindidae
T,17379,-26.13,Trachylepis spilogaster,34.3,17:21,02/19/70,Scindidae
T,17432,-26.13,Trachylepis spilogaster,35.5,9:08,02/20/70,Scindidae
T,17433,-26.13,Trachylepis spilogaster,34.8,9:12,02/20/70,Scindidae
T,17435,-26.13,Trachylepis spilogaster,37,9:28,02/20/70,Scindidae
T,17437,-26.13,Trachylepis spilogaster,34,9:36,02/20/70,Scindidae
T,17463,-26.13,Trachylepis spilogaster,35.5,10:56,02/20/70,Scindidae
T,17483,-26.13,Trachylepis spilogaster,34.6,10:19,02/20/70,Scindidae
T,17484,-26.13,Trachylepis spilogaster,35.9,10:29,02/20/70,Scindidae
T,17487,-26.13,Trachylepis spilogaster,36.1,10:39,02/20/70,Scindidae
T,17508,-26.13,Trachylepis spilogaster,35.3,8:43,02/21/70,Scindidae
T,17511,-26.13,Trachylepis spilogaster,35.5,9:04,02/21/70,Scindidae
T,17512,-26.13,Trachylepis spilogaster,34.6,9:06,02/21/70,Scindidae
T,17517,-26.13,Trachylepis spilogaster,34.2,9:33,02/21/70,Scindidae
T,17533,-26.13,Trachylepis spilogaster,33.2,9:16,02/21/70,Scindidae
T,17538,-26.13,Trachylepis spilogaster,35.3,9:50,02/21/70,Scindidae
T,17551,-26.13,Trachylepis spilogaster,34.6,9:52,02/21/70,Scindidae
T,17552,-26.13,Trachylepis spilogaster,34.4,9:58,02/21/70,Scindidae
T,17571,-26.13,Trachylepis spilogaster,37.3,10:55,02/21/70,Scindidae
T,17601,-26.13,Trachylepis spilogaster,37,12:12,02/21/70,Scindidae
T,17602,-26.13,Trachylepis spilogaster,35.8,18:22,02/21/70,Scindidae
T,17635,-26.13,Trachylepis spilogaster,33.6,8:18,02/22/70,Scindidae
T,17636,-26.13,Trachylepis spilogaster,38.2,8:55,02/22/70,Scindidae
T,17640,-26.13,Trachylepis spilogaster,34.3,9:28,02/22/70,Scindidae
T,17646,-26.13,Trachylepis spilogaster,37.7,9:12,02/22/70,Scindidae
T,17650,-26.13,Trachylepis spilogaster,34.7,10:03,02/22/70,Scindidae
T,17657,-26.13,Trachylepis spilogaster,35,11:34,02/22/70,Scindidae
T,17661,-26.13,Trachylepis spilogaster,35.6,9:35,02/22/70,Scindidae
T,17666,-26.13,Trachylepis spilogaster,33,9:58,02/22/70,Scindidae
T,17667,-26.13,Trachylepis spilogaster,36.1,10:05,02/22/70,Scindidae
T,17668,-26.13,Trachylepis spilogaster,36.2,10:06,02/22/70,Scindidae
T,17672,-26.13,Trachylepis spilogaster,36.6,10:35,02/22/70,Scindidae
T,17674,-26.13,Trachylepis spilogaster,36.4,10:58,02/22/70,Scindidae
T,17686,-26.13,Trachylepis spilogaster,36.8,10:08,02/22/70,Scindidae
T,17687,-26.13,Trachylepis spilogaster,34.4,10:17,02/22/70,Scindidae
T,17688,-26.13,Trachylepis spilogaster,34.1,10:23,02/22/70,Scindidae
T,17693,-26.13,Trachylepis spilogaster,35.4,11:08,02/22/70,Scindidae
T,17710,-26.13,Trachylepis spilogaster,34.7,8:55,02/23/70,Scindidae
T,17711,-26.13,Trachylepis spilogaster,37.2,9:02,02/23/70,Scindidae
T,17716,-26.13,Trachylepis spilogaster,35.2,9:55,02/23/70,Scindidae
T,17718,-26.13,Trachylepis spilogaster,34.6,10:10,02/23/70,Scindidae
T,17732,-26.13,Trachylepis spilogaster,36.9,8:25,02/23/70,Scindidae
T,17737,-26.13,Trachylepis spilogaster,34.5,9:00,02/23/70,Scindidae
T,17762,-26.13,Trachylepis spilogaster,36.8,8:57,02/23/70,Scindidae
K,18454,-25.75,Trachylepis spilogaster,35.4,10:12,03/13/70,Scindidae
K,18457,-25.75,Trachylepis spilogaster,34.6,10:35,03/13/70,Scindidae
K,18465,-25.75,Trachylepis spilogaster,37.2,10:10,03/13/70,Scindidae
K,18472,-25.75,Trachylepis spilogaster,36.1,10:36,03/13/70,Scindidae
K,18474,-25.75,Trachylepis spilogaster,36.7,10:44,03/13/70,Scindidae
K,18480,-25.75,Trachylepis spilogaster,33.8,11:04,03/13/70,Scindidae
K,18485,-25.75,Trachylepis spilogaster,36,11:00,03/13/70,Scindidae
T,18848,-26.13,Trachylepis spilogaster,31,9:44,04/16/70,Scindidae
T,18873,-26.13,Trachylepis spilogaster,34.8,16:25,04/16/70,Scindidae
T,18875,-26.13,Trachylepis spilogaster,35.2,16:39,04/16/70,Scindidae
T,18876,-26.13,Trachylepis spilogaster,35.9,16:40,04/16/70,Scindidae
T,18878,-26.13,Trachylepis spilogaster,29.8,17:07,04/16/70,Scindidae
T,18879,-26.13,Trachylepis spilogaster,29.6,17:10,04/16/70,Scindidae
T,18880,-26.13,Trachylepis spilogaster,32.2,17:15,04/16/70,Scindidae
T,18881,-26.13,Trachylepis spilogaster,33,16:19,04/16/70,Scindidae
T,18883,-26.13,Trachylepis spilogaster,36.3,16:25,04/16/70,Scindidae
T,18884,-26.13,Trachylepis spilogaster,33,16:35,04/16/70,Scindidae
T,18885,-26.13,Trachylepis spilogaster,33.5,16:40,04/16/70,Scindidae
T,18890,-26.13,Trachylepis spilogaster,34.5,17:15,04/16/70,Scindidae
T,18891,-26.13,Trachylepis spilogaster,24.6,17:27,04/16/70,Scindidae
T,18900,-26.13,Trachylepis spilogaster,34.8,10:45,04/17/70,Scindidae
T,18915,-26.13,Trachylepis spilogaster,35,10:36,04/17/70,Scindidae
T,18917,-26.13,Trachylepis spilogaster,29.9,11:00,04/17/70,Scindidae
T,18918,-26.13,Trachylepis spilogaster,36.2,11:06,04/17/70,Scindidae
T,18919,-26.13,Trachylepis spilogaster,22.1,11:12,04/17/70,Scindidae
T,18920,-26.13,Trachylepis spilogaster,31.6,15:18,04/17/70,Scindidae
T,18923,-26.13,Trachylepis spilogaster,35,11:05,04/17/70,Scindidae
T,18924,-26.13,Trachylepis spilogaster,36.4,13:35,04/17/70,Scindidae
T,18941,-26.13,Trachylepis spilogaster,33.2,15:36,04/17/70,Scindidae
T,18942,-26.13,Trachylepis spilogaster,37.4,15:47,04/17/70,Scindidae
T,18945,-26.13,Trachylepis spilogaster,32.6,11:59,04/17/70,Scindidae
T,18946,-26.13,Trachylepis spilogaster,34.9,16:07,04/17/70,Scindidae
T,18947,-26.13,Trachylepis spilogaster,35.6,16:18,04/17/70,Scindidae
T,18948,-26.13,Trachylepis spilogaster,31.8,16:47,04/17/70,Scindidae
T,18949,-26.13,Trachylepis spilogaster,31.6,16:55,04/17/70,Scindidae
T,18951,-26.13,Trachylepis spilogaster,31.3,17:02,04/17/70,Scindidae
T,18952,-26.13,Trachylepis spilogaster,31.2,17:03,04/17/70,Scindidae
T,18981,-26.13,Trachylepis spilogaster,35.2,12:20,04/18/70,Scindidae
K,19361,-25.75,Trachylepis spilogaster,34.8,14:28,05/12/70,Scindidae
K,19362,-25.75,Trachylepis spilogaster,35.9,14:38,05/12/70,Scindidae
K,19391,-25.75,Trachylepis spilogaster,36.2,14:40,05/12/70,Scindidae
K,19392,-25.75,Trachylepis spilogaster,29.1,14:45,05/12/70,Scindidae
K,19397,-25.75,Trachylepis spilogaster,36.7,15:10,05/12/70,Scindidae
K,19402,-25.75,Trachylepis spilogaster,31.4,15:30,05/12/70,Scindidae
K,19407,-25.75,Trachylepis spilogaster,35.4,16:20,05/12/70,Scindidae
K,19425,-25.75,Trachylepis spilogaster,34.2,11:44,05/13/70,Scindidae
K,19463,-25.75,Trachylepis spilogaster,34.2,17:35,05/13/70,Scindidae
T,19762,-26.13,Trachylepis spilogaster,37.6,12:50,05/23/70,Scindidae
T,19772,-26.13,Trachylepis spilogaster,34.3,14:38,05/23/70,Scindidae
T,19773,-26.13,Trachylepis spilogaster,36,14:48,05/23/70,Scindidae
T,19775,-26.13,Trachylepis spilogaster,35.4,15:08,05/23/70,Scindidae
T,19778,-26.13,Trachylepis spilogaster,35.8,15:20,05/23/70,Scindidae
T,19804,-26.13,Trachylepis spilogaster,34,12:28,05/23/70,Scindidae
T,19844,-26.13,Trachylepis spilogaster,33.8,12:37,05/24/70,Scindidae
T,19846,-26.13,Trachylepis spilogaster,36.5,13:06,05/24/70,Scindidae
T,19847,-26.13,Trachylepis spilogaster,30.2,13:10,05/24/70,Scindidae
T,19848,-26.13,Trachylepis spilogaster,34.8,13:15,05/24/70,Scindidae
K,19872,-25.75,Trachylepis spilogaster,35.1,13:20,06/01/70,Scindidae
K,19875,-25.75,Trachylepis spilogaster,34.4,13:40,06/01/70,Scindidae
K,19886,-25.75,Trachylepis spilogaster,34,12:40,06/01/70,Scindidae
K,19888,-25.75,Trachylepis spilogaster,32.1,13:00,06/01/70,Scindidae
K,19891,-25.75,Trachylepis spilogaster,33.4,13:30,06/01/70,Scindidae
