area,number,latitude,species,Tb,time,date,family
L,15065,-26.38,Agama aculeata,35.2,12:25,11/28/69,Agamdidae
L,15087,-26.38,Agama aculeata,38,16:28,11/28/69,Agamdidae
K,15092,-25.75,Agama aculeata,37.2,10:57,11/29/69,Agamdidae
L,15123,-26.38,Agama aculeata,35.6,17:40,11/28/69,Agamdidae
K,15141,-25.75,Agama aculeata,37,12:50,11/30/69,Agamdidae
K,15144,-25.75,Agama aculeata,38,15:30,11/30/69,Agamdidae
NA,15166,-27.07,Agama aculeata,38.4,14:18,12/02/69,Agamdidae
K,15175,-25.75,Agama aculeata,39,18:35,11/29/69,Agamdidae
NA,15192,-27.07,Agama aculeata,40.4,14:33,12/02/69,Agamdidae
NA,15194,-27.07,Agama aculeata,36.2,14:54,12/02/69,Agamdidae
NA,15233,-26.85,Agama aculeata,37.6,11:00,12/04/69,Agamdidae
NA,15241,-26.8,Agama aculeata,37.8,8:50,12/05/69,Agamdidae
NA,15242,-26.8,Agama aculeata,34.8,8:55,12/05/69,Agamdidae
NA,15252,-26.8,Agama aculeata,33.8,8:30,12/05/69,Agamdidae
NA,15261,-26.8,Agama aculeata,39.3,9:47,12/05/69,Agamdidae
NA,15332,-27.23,Agama aculeata,36,17:02,12/08/69,Agamdidae
NA,15352,-26.55,Agama aculeata,39.6,11:30,12/10/69,Agamdidae
NA,15353,-26.55,Agama aculeata,36,11:35,12/10/69,Agamdidae
L,15383,-26.38,Agama aculeata,38.6,15:17,12/11/69,Agamdidae
K,15433,-25.75,Agama aculeata,36.5,11:41,12/12/69,Agamdidae
K,15434,-25.75,Agama aculeata,36.5,11:52,12/12/69,Agamdidae
K,15435,-25.75,Agama aculeata,38.2,12:03,12/12/69,Agamdidae
K,15449,-25.75,Agama aculeata,37.2,15:25,12/12/69,Agamdidae
K,15465,-25.75,Agama aculeata,36.1,18:46,12/12/69,Agamdidae
B,15528,-27,Agama aculeata,40.4,9:38,12/16/69,Agamdidae
G,15612,-28.22,Agama aculeata,37.8,16:55,12/22/69,Agamdidae
B,15665,-27,Agama aculeata,40.7,14:11,12/28/69,Agamdidae
B,15733,-27,Agama aculeata,39.8,18:15,12/28/69,Agamdidae
M,15760,-26.37,Agama aculeata,37.5,16:45,12/30/69,Agamdidae
A,15813,-27.37,Agama aculeata,33,17:56,01/01/70,Agamdidae
G,15889,-28.22,Agama aculeata,36,11:08,01/04/70,Agamdidae
G,15890,-28.22,Agama aculeata,36.8,13:55,01/04/70,Agamdidae
G,15896,-28.22,Agama aculeata,32.2,18:28,01/04/70,Agamdidae
G,15917,-28.22,Agama aculeata,37.9,17:01,01/04/70,Agamdidae
NA,15933,-27.67,Agama aculeata,39.5,16:43,01/05/70,Agamdidae
NA,15935,-27.67,Agama aculeata,36,17:18,01/05/70,Agamdidae
D,16010,-27.28,Agama aculeata,37.6,8:50,01/09/70,Agamdidae
D,16011,-27.28,Agama aculeata,36.6,9:45,01/09/70,Agamdidae
D,16042,-27.28,Agama aculeata,38.6,18:52,01/09/70,Agamdidae
D,16054,-27.28,Agama aculeata,37.8,18:25,01/09/70,Agamdidae
D,16074,-27.28,Agama aculeata,40.6,15:05,01/21/70,Agamdidae
D,16096,-27.28,Agama aculeata,39.2,9:13,01/22/70,Agamdidae
D,16134,-27.28,Agama aculeata,37.5,8:53,01/22/70,Agamdidae
D,16135,-27.28,Agama aculeata,37.3,8:55,01/22/70,Agamdidae
D,16138,-27.28,Agama aculeata,35.7,9:33,01/22/70,Agamdidae
G,16337,-28.22,Agama aculeata,33.7,8:00,01/27/70,Agamdidae
G,16350,-28.22,Agama aculeata,37.9,11:24,01/27/70,Agamdidae
G,16359,-27.77,Agama aculeata,34.9,9:45,01/26/70,Agamdidae
G,16367,-28.22,Agama aculeata,35.5,18:36,01/26/70,Agamdidae
G,16385,-28.22,Agama aculeata,36.4,18:20,01/27/70,Agamdidae
G,16395,-28.22,Agama aculeata,35.7,9:01,01/27/70,Agamdidae
G,16396,-28.22,Agama aculeata,34.8,9:05,01/27/70,Agamdidae
G,16398,-28.22,Agama aculeata,35.1,9:18,01/27/70,Agamdidae
A,16469,-27.37,Agama aculeata,40.1,18:06,01/29/70,Agamdidae
A,16571,-27.37,Agama aculeata,33,8:10,01/31/70,Agamdidae
B,16622,-27,Agama aculeata,34.4,9:58,02/01/70,Agamdidae
B,16655,-27,Agama aculeata,26.1,7:49,02/02/70,Agamdidae
L,16739,-26.38,Agama aculeata,32.4,16:35,02/03/70,Agamdidae
L,16815,-26.38,Agama aculeata,36.4,14:42,02/04/70,Agamdidae
L,16837,-26.38,Agama aculeata,33.2,15:17,02/04/70,Agamdidae
K,16887,-25.75,Agama aculeata,38.4,16:45,02/05/70,Agamdidae
K,16888,-25.75,Agama aculeata,38.6,16:46,02/05/70,Agamdidae
K,16892,-25.75,Agama aculeata,37.3,17:02,02/05/70,Agamdidae
K,16896,-25.75,Agama aculeata,36,17:38,02/05/70,Agamdidae
K,16939,-25.75,Agama aculeata,33.7,17:32,02/05/70,Agamdidae
K,16977,-25.75,Agama aculeata,37.7,10:50,02/06/70,Agamdidae
K,16978,-25.75,Agama aculeata,39.6,14:36,02/06/70,Agamdidae
K,16982,-25.75,Agama aculeata,37.6,15:15,02/06/70,Agamdidae
B,17026,-27,Agama aculeata,35.2,8:55,02/08/70,Agamdidae
B,17031,-27,Agama aculeata,37.6,9:42,02/08/70,Agamdidae
B,17066,-27,Agama aculeata,37.2,12:00,02/08/70,Agamdidae
B,17157,-27,Agama aculeata,35,10:54,02/09/70,Agamdidae
X,17347,-27.37,Agama aculeata,37.4,10:28,02/19/70,Agamdidae
X,17349,-27.37,Agama aculeata,37.9,10:36,02/19/70,Agamdidae
X,17373,-27.37,Agama aculeata,36.9,10:25,02/19/70,Agamdidae
T,17720,-26.13,Agama aculeata,38,10:34,02/23/70,Agamdidae
D,17752,-27.28,Agama aculeata,36.5,10:43,02/24/70,Agamdidae
D,17753,-27.28,Agama aculeata,39.3,10:50,02/24/70,Agamdidae
D,17754,-27.28,Agama aculeata,38.6,10:52,02/24/70,Agamdidae
G,17925,-28.22,Agama aculeata,39.1,9:52,02/27/70,Agamdidae
G,17947,-28.22,Agama aculeata,36.1,9:04,02/26/70,Agamdidae
G,17951,-28.22,Agama aculeata,35.2,9:36,02/26/70,Agamdidae
L,18273,-26.38,Agama aculeata,36.6,10:18,03/12/70,Agamdidae
L,18289,-26.38,Agama aculeata,38,12:11,03/11/70,Agamdidae
L,18347,-26.38,Agama aculeata,33.8,11:24,03/12/70,Agamdidae
K,18359,-25.75,Agama aculeata,35.6,17:25,03/12/70,Agamdidae
L,18367,-26.38,Agama aculeata,37,11:46,03/12/70,Agamdidae
L,18368,-26.38,Agama aculeata,37,11:49,03/12/70,Agamdidae
K,18467,-25.75,Agama aculeata,33.4,10:19,03/13/70,Agamdidae
K,18482,-25.75,Agama aculeata,38,10:40,03/13/70,Agamdidae
A,18509,-27.37,Agama aculeata,36,10:37,04/02/70,Agamdidae
A,18511,-27.37,Agama aculeata,37.3,10:41,04/02/70,Agamdidae
A,18517,-27.37,Agama aculeata,36.8,10:59,04/02/70,Agamdidae
A,18534,-27.37,Agama aculeata,35.6,10:03,04/02/70,Agamdidae
A,18535,-27.37,Agama aculeata,36.4,10:10,04/02/70,Agamdidae
A,18538,-27.37,Agama aculeata,33.2,10:26,04/02/70,Agamdidae
A,18558,-27.37,Agama aculeata,35.8,10:05,04/03/70,Agamdidae
A,18585,-27.37,Agama aculeata,37.1,10:38,04/03/70,Agamdidae
A,18594,-27.37,Agama aculeata,36.1,11:38,04/03/70,Agamdidae
A,18601,-27.37,Agama aculeata,35.6,10:23,04/03/70,Agamdidae
A,18602,-27.37,Agama aculeata,35.4,11:50,04/03/70,Agamdidae
A,18618,-27.37,Agama aculeata,35.8,11:13,04/04/70,Agamdidae
A,18625,-27.37,Agama aculeata,36.7,11:47,04/04/70,Agamdidae
A,18627,-27.37,Agama aculeata,38.1,12:14,04/04/70,Agamdidae
A,18642,-27.37,Agama aculeata,37.5,11:35,04/04/70,Agamdidae
B,18672,-27,Agama aculeata,35.5,11:28,04/06/70,Agamdidae
B,18674,-27,Agama aculeata,36.2,11:35,04/06/70,Agamdidae
B,18680,-27,Agama aculeata,35,12:31,04/06/70,Agamdidae
B,18701,-27,Agama aculeata,36.1,12:35,04/06/70,Agamdidae
B,18702,-27,Agama aculeata,37.2,12:38,04/06/70,Agamdidae
X,18732,-27.37,Agama aculeata,33.7,10:26,04/13/70,Agamdidae
X,18754,-27.37,Agama aculeata,37.1,11:45,04/13/70,Agamdidae
X,18769,-27.37,Agama aculeata,35.8,10:10,04/14/70,Agamdidae
X,18780,-27.37,Agama aculeata,37,11:37,04/14/70,Agamdidae
X,18785,-27.37,Agama aculeata,37.2,10:54,04/14/70,Agamdidae
X,18788,-27.37,Agama aculeata,34.4,11:10,04/14/70,Agamdidae
X,18790,-27.37,Agama aculeata,36,11:21,04/14/70,Agamdidae
X,18794,-27.37,Agama aculeata,35.5,12:31,04/14/70,Agamdidae
X,18795,-27.37,Agama aculeata,35.6,12:42,04/14/70,Agamdidae
X,18796,-27.37,Agama aculeata,37,12:52,04/14/70,Agamdidae
X,18797,-27.37,Agama aculeata,38.4,13:00,04/14/70,Agamdidae
X,18802,-27.37,Agama aculeata,35.1,11:41,04/14/70,Agamdidae
X,18806,-27.37,Agama aculeata,35.4,12:42,04/14/70,Agamdidae
D,19022,-27.28,Agama aculeata,36.2,10:28,04/21/70,Agamdidae
D,19024,-27.28,Agama aculeata,32.8,10:43,04/21/70,Agamdidae
D,19028,-27.28,Agama aculeata,32,11:22,04/21/70,Agamdidae
D,19047,-27.28,Agama aculeata,35.9,11:05,04/21/70,Agamdidae
D,19053,-27.28,Agama aculeata,35.3,12:04,04/21/70,Agamdidae
G,19063,-28.22,Agama aculeata,35.9,14:05,04/22/70,Agamdidae
G,19083,-28.22,Agama aculeata,33.5,16:00,04/22/70,Agamdidae
G,19115,-28.22,Agama aculeata,36.7,16:14,04/23/70,Agamdidae
G,19119,-28.22,Agama aculeata,34.6,16:31,04/23/70,Agamdidae
G,19121,-28.22,Agama aculeata,31.9,12:10,04/23/70,Agamdidae
R,19152,-28.23,Agama aculeata,33,10:58,04/28/70,Agamdidae
R,19155,-28.23,Agama aculeata,36.2,12:24,04/28/70,Agamdidae
R,19178,-28.23,Agama aculeata,36.3,14:42,04/28/70,Agamdidae
A,19223,-27.37,Agama aculeata,35.7,11:34,05/07/70,Agamdidae
A,19244,-27.37,Agama aculeata,36.2,11:59,05/07/70,Agamdidae
A,19246,-27.37,Agama aculeata,33.7,12:06,05/07/70,Agamdidae
A,19247,-27.37,Agama aculeata,34.7,12:10,05/07/70,Agamdidae
L,19300,-26.38,Agama aculeata,34.3,11:43,05/11/70,Agamdidae
L,19340,-26.38,Agama aculeata,36.6,14:00,05/11/70,Agamdidae
L,19355,-26.38,Agama aculeata,35.3,13:58,05/11/70,Agamdidae
L,19357,-26.38,Agama aculeata,36.7,14:04,05/11/70,Agamdidae
B,19481,-27,Agama aculeata,34.4,14:50,05/15/70,Agamdidae
B,19482,-27,Agama aculeata,35.2,14:54,05/15/70,Agamdidae
B,19491,-27,Agama aculeata,34.8,15:55,05/14/70,Agamdidae
B,19512,-27,Agama aculeata,35.4,12:09,05/16/70,Agamdidae
B,19518,-27,Agama aculeata,36.5,13:40,05/16/70,Agamdidae
B,19548,-27,Agama aculeata,34.4,11:58,05/15/70,Agamdidae
B,19550,-27,Agama aculeata,38,12:19,05/15/70,Agamdidae
B,19551,-27,Agama aculeata,37.9,12:33,05/15/70,Agamdidae
B,19571,-27,Agama aculeata,36.8,15:45,05/15/70,Agamdidae
X,19626,-27.37,Agama aculeata,35.2,11:20,05/21/70,Agamdidae
X,19654,-27.37,Agama aculeata,37.1,12:48,05/21/70,Agamdidae
T,19781,-26.13,Agama aculeata,34.6,14:30,05/23/70,Agamdidae
R,19798,-28.23,Agama aculeata,32.1,13:12,05/26/70,Agamdidae
K,19887,-25.75,Agama aculeata,32.3,12:45,06/01/70,Agamdidae
L,20092,-26.38,Agama aculeata,24.2,14:05,07/05/70,Agamdidae
D,20327,-27.28,Agama aculeata,34.3,13:43,07/17/70,Agamdidae
A,20412,-27.37,Agama aculeata,35.9,13:34,08/04/70,Agamdidae
L,20444,-26.38,Agama aculeata,34.8,13:59,08/06/70,Agamdidae
B,20483,-27,Agama aculeata,32.6,12:29,08/11/70,Agamdidae
B,20493,-27,Agama aculeata,38.1,14:00,08/11/70,Agamdidae
X,20524,-27.37,Agama aculeata,36.7,13:44,08/14/70,Agamdidae
X,20536,-27.37,Agama aculeata,37.2,15:09,08/14/70,Agamdidae
X,20559,-27.37,Agama aculeata,36.4,14:26,08/15/70,Agamdidae
X,20562,-27.37,Agama aculeata,35.5,14:48,08/15/70,Agamdidae
X,20564,-27.37,Agama aculeata,34.8,15:02,08/15/70,Agamdidae
X,20577,-27.37,Agama aculeata,35.5,13:21,08/16/70,Agamdidae
X,20579,-27.37,Agama aculeata,38.1,13:28,08/16/70,Agamdidae
X,20595,-27.37,Agama aculeata,35.1,NA,08/16/70,Agamdidae
X,20596,-27.37,Agama aculeata,34.6,16:14,08/16/70,Agamdidae
T,20613,-26.13,Agama aculeata,34.4,13:52,08/18/70,Agamdidae
G,20687,-28.22,Agama aculeata,35.1,15:04,08/23/70,Agamdidae
B,20778,-27,Agama aculeata,35.5,13:34,09/07/70,Agamdidae
B,20780,-27,Agama aculeata,34.3,13:57,09/07/70,Agamdidae
R,20919,-28.23,Agama aculeata,37.2,11:12,09/16/70,Agamdidae
A,20979,-27.37,Agama aculeata,34.9,15:51,09/20/70,Agamdidae
X,21025,-27.37,Agama aculeata,35.6,17:08,09/22/70,Agamdidae
X,21047,-27.37,Agama aculeata,36.3,12:00,09/23/70,Agamdidae
X,21054,-27.37,Agama aculeata,38.4,12:55,09/23/70,Agamdidae
X,21088,-27.37,Agama aculeata,40,12:25,09/24/70,Agamdidae
X,21092,-27.37,Agama aculeata,34.3,12:55,09/24/70,Agamdidae
X,21097,-27.37,Agama aculeata,35.7,13:17,09/24/70,Agamdidae
X,21100,-27.37,Agama aculeata,38.1,13:40,09/24/70,Agamdidae
X,21104,-27.37,Agama aculeata,35.9,13:55,09/24/70,Agamdidae
X,21109,-27.37,Agama aculeata,34.3,14:26,09/24/70,Agamdidae
T,21234,-26.13,Agama aculeata,34.8,14:26,09/27/70,Agamdidae
X,21285,-27.37,Agama aculeata,35.9,9:57,10/02/70,Agamdidae
X,21302,-27.37,Agama aculeata,33.6,12:02,10/02/70,Agamdidae
X,21330,-27.37,Agama aculeata,36.5,17:10,10/02/70,Agamdidae
X,21359,-27.37,Agama aculeata,36.1,13:18,10/03/70,Agamdidae
X,21377,-27.37,Agama aculeata,37.9,10:01,10/04/70,Agamdidae
X,21382,-27.37,Agama aculeata,35.2,10:29,10/04/70,Agamdidae
X,21386,-27.37,Agama aculeata,37.6,10:59,10/04/70,Agamdidae
T,21456,-26.13,Agama aculeata,36,10:55,10/06/70,Agamdidae
D,21515,-27.28,Agama aculeata,38.8,12:31,10/08/70,Agamdidae
G,21545,-28.22,Agama aculeata,37.5,12:20,10/10/70,Agamdidae
G,21601,-28.22,Agama aculeata,36.8,15:07,10/11/70,Agamdidae
R,21628,-28.23,Agama aculeata,37.3,14:40,10/12/70,Agamdidae
R,21658,-28.23,Agama aculeata,38.7,11:30,10/13/70,Agamdidae
NA,21691,-27.97,Agama aculeata,37.1,17:22,10/14/70,Agamdidae
T,17491,-26.13,Heliobolus lugubris,39.5,12:02,02/20/70,Lacertidae
T,17507,-26.13,Heliobolus lugubris,36.4,8:39,02/21/70,Lacertidae
T,17510,-26.13,Heliobolus lugubris,36.6,8:55,02/21/70,Lacertidae
T,17513,-26.13,Heliobolus lugubris,38.3,9:12,02/21/70,Lacertidae
T,17515,-26.13,Heliobolus lugubris,39.3,9:25,02/21/70,Lacertidae
T,17518,-26.13,Heliobolus lugubris,40.4,9:37,02/21/70,Lacertidae
T,17528,-26.13,Heliobolus lugubris,37,8:55,02/21/70,Lacertidae
T,17532,-26.13,Heliobolus lugubris,38.1,9:09,02/21/70,Lacertidae
T,17547,-26.13,Heliobolus lugubris,36.3,9:16,02/21/70,Lacertidae
T,17549,-26.13,Heliobolus lugubris,38.4,9:25,02/21/70,Lacertidae
T,17550,-26.13,Heliobolus lugubris,38.4,9:40,02/21/70,Lacertidae
T,17563,-26.13,Heliobolus lugubris,41.3,10:15,02/21/70,Lacertidae
T,17565,-26.13,Heliobolus lugubris,38.4,10:20,02/21/70,Lacertidae
T,17580,-26.13,Heliobolus lugubris,37.3,11:52,02/21/70,Lacertidae
T,17584,-26.13,Heliobolus lugubris,40.8,10:09,02/21/70,Lacertidae
T,17594,-26.13,Heliobolus lugubris,39.4,11:20,02/21/70,Lacertidae
T,17641,-26.13,Heliobolus lugubris,36.7,8:31,02/22/70,Lacertidae
T,17649,-26.13,Heliobolus lugubris,40,9:50,02/22/70,Lacertidae
T,17652,-26.13,Heliobolus lugubris,39.5,10:20,02/22/70,Lacertidae
T,17654,-26.13,Heliobolus lugubris,41.4,11:15,02/22/70,Lacertidae
T,17656,-26.13,Heliobolus lugubris,36.3,11:31,02/22/70,Lacertidae
T,17665,-26.13,Heliobolus lugubris,38.3,9:54,02/22/70,Lacertidae
T,17689,-26.13,Heliobolus lugubris,40.1,10:40,02/22/70,Lacertidae
T,17690,-26.13,Heliobolus lugubris,40.6,10:46,02/22/70,Lacertidae
T,17717,-26.13,Heliobolus lugubris,40.5,10:03,02/23/70,Lacertidae
T,17736,-26.13,Heliobolus lugubris,36.7,8:56,02/23/70,Lacertidae
T,17739,-26.13,Heliobolus lugubris,39.4,9:20,02/23/70,Lacertidae
T,17741,-26.13,Heliobolus lugubris,40.3,10:40,02/23/70,Lacertidae
T,17773,-26.13,Heliobolus lugubris,39.6,10:11,02/23/70,Lacertidae
T,17776,-26.13,Heliobolus lugubris,38.9,10:20,02/23/70,Lacertidae
T,18835,-26.13,Heliobolus lugubris,36.3,9:34,04/16/70,Lacertidae
T,18847,-26.13,Heliobolus lugubris,30.6,9:34,04/16/70,Lacertidae
T,18849,-26.13,Heliobolus lugubris,34.6,9:50,04/16/70,Lacertidae
T,18850,-26.13,Heliobolus lugubris,35,10:00,04/16/70,Lacertidae
T,18856,-26.13,Heliobolus lugubris,40.4,10:53,04/16/70,Lacertidae
T,18857,-26.13,Heliobolus lugubris,40.3,11:05,04/16/70,Lacertidae
T,18858,-26.13,Heliobolus lugubris,37.8,11:11,04/16/70,Lacertidae
T,18859,-26.13,Heliobolus lugubris,41.4,11:24,04/16/70,Lacertidae
T,18860,-26.13,Heliobolus lugubris,39.4,11:29,04/16/70,Lacertidae
T,18861,-26.13,Heliobolus lugubris,39,10:05,04/16/70,Lacertidae
T,18864,-26.13,Heliobolus lugubris,37.1,10:21,04/16/70,Lacertidae
T,18865,-26.13,Heliobolus lugubris,38.3,10:25,04/16/70,Lacertidae
T,18866,-26.13,Heliobolus lugubris,39.7,10:37,04/16/70,Lacertidae
T,18870,-26.13,Heliobolus lugubris,40.7,11:05,04/16/70,Lacertidae
T,18912,-26.13,Heliobolus lugubris,36.8,10:08,04/17/70,Lacertidae
T,18922,-26.13,Heliobolus lugubris,38.5,10:54,04/17/70,Lacertidae
L,19385,-26.38,Heliobolus lugubris,39.1,14:28,05/11/70,Lacertidae
X,19574,-27.37,Heliobolus lugubris,38.2,11:35,05/21/70,Lacertidae
X,19576,-27.37,Heliobolus lugubris,35.8,12:05,05/21/70,Lacertidae
X,19577,-27.37,Heliobolus lugubris,34.2,12:10,05/21/70,Lacertidae
X,19627,-27.37,Heliobolus lugubris,36.7,11:32,05/21/70,Lacertidae
X,19628,-27.37,Heliobolus lugubris,37.3,11:40,05/21/70,Lacertidae
T,19659,-26.13,Heliobolus lugubris,35.6,11:23,05/23/70,Lacertidae
T,19660,-26.13,Heliobolus lugubris,32.3,11:38,05/23/70,Lacertidae
T,19678,-26.13,Heliobolus lugubris,35.2,11:40,05/23/70,Lacertidae
T,19768,-26.13,Heliobolus lugubris,33.9,13:25,05/23/70,Lacertidae
T,19769,-26.13,Heliobolus lugubris,33,13:30,05/23/70,Lacertidae
T,19843,-26.13,Heliobolus lugubris,32.8,12:25,05/24/70,Lacertidae
X,20544,-27.37,Heliobolus lugubris,35.9,11:48,08/15/70,Lacertidae
T,20608,-26.13,Heliobolus lugubris,34.4,12:56,08/18/70,Lacertidae
T,20610,-26.13,Heliobolus lugubris,36.9,13:35,08/18/70,Lacertidae
T,20618,-26.13,Heliobolus lugubris,39.9,14:13,08/18/70,Lacertidae
T,20622,-26.13,Heliobolus lugubris,29,14:35,08/18/70,Lacertidae
T,21159,-26.13,Heliobolus lugubris,34.7,10:00,09/26/70,Lacertidae
T,21160,-26.13,Heliobolus lugubris,34.4,10:04,09/26/70,Lacertidae
T,21161,-26.13,Heliobolus lugubris,34,10:08,09/26/70,Lacertidae
T,21179,-26.13,Heliobolus lugubris,39.4,12:41,09/26/70,Lacertidae
T,21233,-26.13,Heliobolus lugubris,36.1,14:22,09/27/70,Lacertidae
T,21238,-26.13,Heliobolus lugubris,39,14:56,09/27/70,Lacertidae
T,21448,-26.13,Heliobolus lugubris,38.4,9:45,10/06/70,Lacertidae
T,15966,-26.13,Meroles squamulosus,37.4,9:25,01/07/70,Lacertidae
T,15968,-26.13,Meroles squamulosus,38,9:16,01/07/70,Lacertidae
T,15973,-26.13,Meroles squamulosus,38.6,9:45,01/07/70,Lacertidae
T,16170,-26.13,Meroles squamulosus,37,9:33,01/23/70,Lacertidae
T,16185,-26.13,Meroles squamulosus,37,9:17,01/23/70,Lacertidae
T,16191,-26.13,Meroles squamulosus,34.6,18:38,01/23/70,Lacertidae
T,16203,-26.13,Meroles squamulosus,36.5,18:25,01/23/70,Lacertidae
T,16223,-26.13,Meroles squamulosus,32.6,8:52,01/24/70,Lacertidae
T,16224,-26.13,Meroles squamulosus,35.6,9:06,01/24/70,Lacertidae
T,16230,-26.13,Meroles squamulosus,36.7,18:22,01/24/70,Lacertidae
T,16241,-26.13,Meroles squamulosus,35.5,18:42,01/24/70,Lacertidae
T,16291,-26.13,Meroles squamulosus,38.4,18:18,01/24/70,Lacertidae
T,16293,-26.13,Meroles squamulosus,37.8,18:27,01/24/70,Lacertidae
T,16312,-26.13,Meroles squamulosus,34.4,19:02,01/24/70,Lacertidae
G,16346,-28.22,Meroles squamulosus,34.7,10:55,01/27/70,Lacertidae
G,16375,-28.22,Meroles squamulosus,37.1,11:48,01/27/70,Lacertidae
G,16379,-28.22,Meroles squamulosus,36.2,11:48,01/27/70,Lacertidae
T,17351,-26.13,Meroles squamulosus,37.5,17:01,02/19/70,Lacertidae
T,17401,-26.13,Meroles squamulosus,33.2,17:39,02/19/70,Lacertidae
T,17411,-26.13,Meroles squamulosus,35,8:55,02/20/70,Lacertidae
T,17419,-26.13,Meroles squamulosus,37.2,9:28,02/20/70,Lacertidae
T,17441,-26.13,Meroles squamulosus,37,9:06,02/20/70,Lacertidae
T,17450,-26.13,Meroles squamulosus,34.7,9:42,02/20/70,Lacertidae
T,17455,-26.13,Meroles squamulosus,38.9,17:54,02/20/70,Lacertidae
T,17457,-26.13,Meroles squamulosus,35.8,18:10,02/20/70,Lacertidae
T,17464,-26.13,Meroles squamulosus,37.2,11:25,02/20/70,Lacertidae
T,17481,-26.13,Meroles squamulosus,36.9,9:55,02/20/70,Lacertidae
T,17482,-26.13,Meroles squamulosus,35.7,9:59,02/20/70,Lacertidae
T,17489,-26.13,Meroles squamulosus,34.7,11:12,02/20/70,Lacertidae
T,17494,-26.13,Meroles squamulosus,36,12:10,02/20/70,Lacertidae
T,17497,-26.13,Meroles squamulosus,40.3,17:29,02/20/70,Lacertidae
T,17509,-26.13,Meroles squamulosus,32.9,8:50,02/21/70,Lacertidae
T,17514,-26.13,Meroles squamulosus,37.2,9:19,02/21/70,Lacertidae
T,17523,-26.13,Meroles squamulosus,35.2,8:23,02/21/70,Lacertidae
T,17524,-26.13,Meroles squamulosus,34.7,8:27,02/21/70,Lacertidae
T,17526,-26.13,Meroles squamulosus,36.5,8:39,02/21/70,Lacertidae
T,17527,-26.13,Meroles squamulosus,35.8,8:45,02/21/70,Lacertidae
T,17534,-26.13,Meroles squamulosus,36.4,9:22,02/21/70,Lacertidae
T,17539,-26.13,Meroles squamulosus,37.7,9:56,02/21/70,Lacertidae
T,17546,-26.13,Meroles squamulosus,36.8,9:09,02/21/70,Lacertidae
T,17548,-26.13,Meroles squamulosus,34.1,9:20,02/21/70,Lacertidae
T,17562,-26.13,Meroles squamulosus,35.8,10:13,02/21/70,Lacertidae
T,17569,-26.13,Meroles squamulosus,38.9,10:48,02/21/70,Lacertidae
T,17570,-26.13,Meroles squamulosus,38.1,10:52,02/21/70,Lacertidae
T,17573,-26.13,Meroles squamulosus,35.2,11:05,02/21/70,Lacertidae
T,17574,-26.13,Meroles squamulosus,35.9,11:12,02/21/70,Lacertidae
T,17576,-26.13,Meroles squamulosus,38.7,11:26,02/21/70,Lacertidae
T,17577,-26.13,Meroles squamulosus,36.9,11:30,02/21/70,Lacertidae
T,17579,-26.13,Meroles squamulosus,37.4,11:44,02/21/70,Lacertidae
T,17582,-26.13,Meroles squamulosus,35.3,9:58,02/21/70,Lacertidae
T,17585,-26.13,Meroles squamulosus,35.8,10:12,02/21/70,Lacertidae
T,17588,-26.13,Meroles squamulosus,35.4,10:24,02/21/70,Lacertidae
T,17590,-26.13,Meroles squamulosus,35.8,10:30,02/21/70,Lacertidae
T,17592,-26.13,Meroles squamulosus,38.8,10:35,02/21/70,Lacertidae
T,17593,-26.13,Meroles squamulosus,36.9,11:05,02/21/70,Lacertidae
T,17596,-26.13,Meroles squamulosus,37,11:33,02/21/70,Lacertidae
T,17599,-26.13,Meroles squamulosus,37.4,11:55,02/21/70,Lacertidae
T,17600,-26.13,Meroles squamulosus,36,12:00,02/21/70,Lacertidae
T,17619,-26.13,Meroles squamulosus,34.3,8:14,02/22/70,Lacertidae
T,17620,-26.13,Meroles squamulosus,36.4,8:18,02/22/70,Lacertidae
T,17639,-26.13,Meroles squamulosus,38.1,9:25,02/22/70,Lacertidae
T,17653,-26.13,Meroles squamulosus,34.9,10:42,02/22/70,Lacertidae
T,17664,-26.13,Meroles squamulosus,38.5,9:50,02/22/70,Lacertidae
T,17681,-26.13,Meroles squamulosus,36.4,9:37,02/22/70,Lacertidae
T,17684,-26.13,Meroles squamulosus,38.8,9:56,02/22/70,Lacertidae
T,17685,-26.13,Meroles squamulosus,36.4,10:00,02/22/70,Lacertidae
T,17700,-26.13,Meroles squamulosus,35.7,8:35,02/22/70,Lacertidae
T,17709,-26.13,Meroles squamulosus,35.6,8:24,02/23/70,Lacertidae
T,17712,-26.13,Meroles squamulosus,34.4,9:12,02/23/70,Lacertidae
T,17714,-26.13,Meroles squamulosus,36.2,9:42,02/23/70,Lacertidae
T,17715,-26.13,Meroles squamulosus,37.5,9:49,02/23/70,Lacertidae
T,17734,-26.13,Meroles squamulosus,36.3,8:37,02/23/70,Lacertidae
T,17735,-26.13,Meroles squamulosus,36.3,8:48,02/23/70,Lacertidae
T,17763,-26.13,Meroles squamulosus,37.4,9:06,02/23/70,Lacertidae
T,17765,-26.13,Meroles squamulosus,37.8,9:22,02/23/70,Lacertidae
T,17766,-26.13,Meroles squamulosus,34,9:26,02/23/70,Lacertidae
T,17770,-26.13,Meroles squamulosus,39.3,9:55,02/23/70,Lacertidae
T,17771,-26.13,Meroles squamulosus,37.2,9:59,02/23/70,Lacertidae
T,17772,-26.13,Meroles squamulosus,37.5,10:08,02/23/70,Lacertidae
